7.8,9.2
10.7,4.8
11.3,11
16.6,6.8
1.2,24.4
5.5,30.5
8.8,23.4
18.6,49.5
3.2,63.3
9.4,72.5
10.6,74.3
18.8,77.6
16.7,63.8
18.3,84.7
18.5,94.6
16.6,116.8
18.9,131.3
2.5,122.7
10.4,136
19.4,134.1
2.2,147.7
2.5,154.3
13.8,154.9
16.9,152.1
18.2,161.1
3.3,184.8
3.2,196.4
7.9,191.8
8.2,188
5.6,204.4
10.2,214.2
14.6,207
14.6,209.1
9.4,209
14.8,225.6
7.3,228.8
8.1,228.5
3.2,255.4
6.7,257.3
10.3,259.5
14.7,271
10.2,275.8
14.4,275.9
18.1,261.8
11.4,285.9
5.2,292
3.9,290.5
18.4,295.1
7.4,280.2
18.7,288.9
14.9,305.1
1.6,301.6
18.4,312.9
6.8,319.7
12.8,309
1.1,338.8
0.3,339
12.9,324.7
14.6,322.9
11.1,327.1
13.2,326.3
13.3,327.2
12.1,346.9
13.8,354.8
2.1,361.4
12,373.7
16.4,360.8
9.6,398.1
13.1,399.1
12,406.2
0.4,401.9
16,414.4
7.3,404.7
7.4,420.9
15.3,433.5
0.5,459.7
13.9,479.4
6,487.5
8.8,481.9
8.3,482.2
27.7,19
25.4,13.2
25.3,7.2
29.2,4.2
34.5,9
32.9,14.8
34.8,13.8
33.8,18.2
35.2,12.2
25.2,36.9
26.3,36.2
29.5,33.8
25.2,28.6
33.8,23.5
24.2,54.7
24.7,55.5
25.2,49.8
35.7,57
36.4,59.7
37.6,49.3
39.9,49.7
39,45.2
38.7,44.5
21.6,79.4
24.7,77
26.1,70.3
33.7,66.5
31.2,74.4
30.5,78.6
35.1,74.6
35.3,61.1
39.2,64.5
38.2,60
36.3,60.4
37.7,62.4
27.2,75.6
30.2,86.1
24.2,88.1
20.9,86.1
23.5,99.7
28.7,99.7
25.1,84.6
34.6,86.3
30.4,93.6
32.7,93.9
34.8,92.2
30.3,99.1
36.2,94.9
37.5,94.3
39.8,91.1
35.3,89.6
39,87.4
39.3,85.2
39.2,82.9
28.3,114.4
21.2,104.7
28.4,109.4
28.3,105.3
27.6,104.4
39.7,118.5
37.8,132.1
28.8,139.6
29.8,136.8
28.4,120.7
30.8,124.4
34.4,127.3
39.2,136.7
37.3,127.2
37.9,121.4
23.7,141.8
28.9,151.2
26.3,144.5
32.4,143.9
30.6,147.4
31.8,147.8
30.3,149.4
32.6,150.2
33.3,152.2
35.2,147.5
37.4,149.7
35.5,140.8
37.6,179.3
34.4,171.2
28.3,164
35,178.9
34.5,199.1
27.2,182.8
32.3,187.6
32.5,197.4
35.2,198.1
35.5,192.3
22.9,214.6
21.2,229.4
20.7,259.8
29.9,244
32.6,246.3
36.6,245.9
36.9,242.7
20.1,262.4
26,278.3
28.7,276.9
25.5,260.4
33.3,266.5
36.2,270.9
36.8,274.1
20.9,291
22.9,287
34.7,307.6
30.4,322.8
38.2,330.2
39.2,329.1
38.6,324.1
27.2,354.8
28.1,340.1
34.1,341.8
33.8,359.4
33.5,355.2
36.8,358.7
36.8,352.3
37.4,374.5
37.2,373.4
31.9,363.8
25.2,374.6
22.8,372.2
30.6,371.5
35.2,371.9
35.4,390.3
35.9,383.7
30.5,381.3
30.4,390.6
21.6,411.6
26.5,417.5
27.9,440.3
24,476.4
24.2,486.7
20.4,492.2
32.3,486.1
55.1,0.5
49.8,7.8
55.4,12.5
49.8,17.5
52.7,9.5
51.1,34.1
58.5,37
58.5,30.4
42.5,47.5
42,52.6
42,54.6
43.7,54.7
45.1,55.3
48,56.5
47.3,54.5
47.6,42.2
53.3,40.7
59.1,55.6
41.4,63.8
40.2,69.2
43.6,68.7
42.9,74.8
44.4,71.7
46.9,75.8
46.4,74.1
47.6,60.8
46.8,61.8
52.4,71.8
40.8,84.7
41.6,83.9
41.1,86.8
40.7,89.8
42.3,84.9
46,95.9
46.2,97.1
58.9,96.6
56.9,95.9
56.2,94.2
40.5,101.7
44.1,119.8
48.4,113.8
49.1,114
49.5,112.5
45.7,106.1
46.4,104.2
52.4,102.7
50,107.2
54,109.1
53.5,105.8
50.7,111.1
51.2,112.8
53.6,114.8
53.2,116.7
58.2,113.8
58.5,110.7
57.8,109.1
59.2,108.8
56,101.5
40.3,136.3
46.1,128
54.4,123.3
52,120.7
52,128.4
51.2,131
50.8,134.3
56,125.2
42.8,144.9
54.8,159.6
46.5,161.5
45.5,164.7
41.8,177.5
45.9,171.1
54.6,191.6
55.7,196.8
58.7,199.4
44,184
47.2,194
53,185.8
58.9,187.9
40.6,212.2
54.1,204.4
58,205.1
59.8,202.9
49.2,235.1
41.4,235.9
48.4,238.8
48.9,248.8
47.8,244
52.8,240.6
54.5,247.5
44.9,260.2
45.6,277.9
54.7,266.8
57.5,267.2
41.9,293.3
54.6,291.2
44.4,338.8
40.8,333.8
54.4,324.7
53.8,336.1
53.1,336.6
55.2,322.2
56.6,321.8
45.4,346.9
46,340.7
52.8,350.7
59.7,358.8
42.4,370.3
41.6,372.7
46.1,380.9
43,381.3
43.2,386.2
43.6,397
43,397.2
47.5,384.1
42.4,385.4
44.8,399.5
43.7,401.3
56.2,449.3
48.3,452.1
43,458
68.7,33.6
60.7,30.8
61.5,37.6
65.9,36.1
68.1,37.6
76.6,29.1
79.6,29.1
77.8,22.3
75.8,58.8
60.1,40.1
